Title,Price,Availability,Rating
Wildlife of New York: A Five-Borough Coloring Book,22.14,True,2
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,True,5
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,True,2
Under the Tuscan Sun,37.33,True,3
Toddlers Are A**holes: It's Not Your Fault,25.55,True,1
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,True,1
The Whale,35.96,True,4
The Story of Art,41.14,True,4
The Origin of Species,10.01,True,4
The Great Gatsby,36.05,True,4
The Good Girl,49.03,True,3
The Glass Castle,16.24,True,1
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,True,1
The Drowning Girls,35.67,True,3
The Constant Princess (The Tudor Court #1),16.62,True,3
The Bourne Identity (Jason Bourne #1),42.78,True,4
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,True,5
The Art Book,32.34,True,2
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,True,4
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,True,5
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,True,2
"Sit, Stay, Love",20.9,True,3
Sister Dear,40.2,True,4
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,True,3
"Rich Dad, Poor Dad",51.74,True,1
Raymie Nightingale,34.41,True,2
Playing from the Heart,32.38,True,1
Nightstruck: A Novel,50.35,True,4
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,True,5
Meternity,43.58,True,3
Memoirs of a Geisha,49.67,True,3
Like Never Before (Walker Family #2),28.77,True,2
Life of Pi,13.22,True,4
Leave This Song Behind: Teen Poetry at Its Best,51.17,True,5
King's Folly (The Kinsman Chronicles #1),39.61,True,5
John Adams,57.43,True,4
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,True,4
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,True,2
Good in Bed (Cannie Shapiro #1),37.05,True,5
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,True,1
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,True,3
Finding God in the Ruins: How God Redeems Pain,46.64,True,2
Every Heart a Doorway (Every Heart A Doorway #1),12.16,True,5
Delivering the Truth (Quaker Midwife Mystery #1),20.89,True,4
Counted With the Stars (Out from Egypt #1),17.97,True,5
"Chronicles, Vol. 1",52.6,True,2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,True,1
Benjamin Franklin: An American Life,48.19,True,3
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,True,5
A Summer In Europe,44.34,True,2
A Short History of Nearly Everything,52.4,True,5
A Gathering of Shadows (Shades of Magic #2),44.81,True,4
The Sound Of Love,57.84,True,5
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,True,2
The Perks of Being a Wallflower,55.02,True,3
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,True,4
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,True,4
The Makings of a Fatherless Child,31.58,True,2
The Joy of Cooking,43.27,True,4
The Invention of Wings,37.34,True,1
The Hobbit (Middle-Earth Universe),17.8,True,5
The Great Railway Bazaar,30.54,True,1
The Golden Compass (His Dark Materials #1),18.77,True,1
The God Delusion,46.85,True,3
The Girl You Left Behind (The Girl You Left Behind #1),15.79,True,1
The Fellowship of the Ring (The Lord of the Rings #1),10.27,True,2
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,True,5
The Barefoot Contessa Cookbook,59.92,True,5
Tell the Wolves I'm Home,50.96,True,2
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,True,3
Pride and Prejudice,19.27,True,4
Musicophilia: Tales of Music and the Brain,46.58,True,1
Mere Christianity,48.51,True,3
Me Before You (Me Before You #1),19.02,True,1
In the Woods (Dublin Murder Squad #1),38.38,True,2
In Cold Blood,49.98,True,4
How to Stop Worrying and Start Living,46.49,True,5
Give It Back,18.32,True,2
"Girl, Interrupted",42.14,True,3
Fun Home: A Family Tragicomic,56.59,True,4
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,True,4
Deception Point,40.32,True,4
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,True,3
Catherine the Great: Portrait of a Woman,58.55,True,4
Better Homes and Gardens New Cook Book,39.61,True,3
An Unquiet Mind: A Memoir of Moods and Madness,21.3,True,3
A Year in Provence (Provence #1),56.88,True,4
World Without End (The Pillars of the Earth #2),32.97,True,4
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,True,4
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,True,2
Where She Went (If I Stay #2),41.73,True,4
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,True,4
Two Summers,14.64,True,1
This Is Your Brain on Music: The Science of a Human Obsession,38.4,True,1
The Secret Garden,15.08,True,4
The Raven King (The Raven Cycle #4),30.57,True,2
The Raven Boys (The Raven Cycle #1),57.74,True,4
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,True,5
The Metamorphosis,28.58,True,1
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,True,5
The Little Paris Bookshop,24.73,True,3
The Hiding Place,55.91,True,4
The Grand Design,13.76,True,3
The Firm,45.56,True,3
The Fault in Our Stars,47.22,True,1
The False Prince (The Ascendance Trilogy #1),56.0,True,5
The Expatriates,44.58,True,2
The Dream Thieves (The Raven Cycle #2),34.5,True,1
The Darkest Corners,11.33,True,5
The Crossover,38.77,True,4
The 5th Wave (The 5th Wave #1),11.83,True,2
Tell the Wind and Fire,45.51,True,3
Tell Me Three Things,41.81,True,1
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,True,4
Siddhartha,34.22,True,5
Shiver (The Wolves of Mercy Falls #1),16.23,True,5
Remember Me?,11.48,True,3
Red Dragon (Hannibal Lecter #1),23.37,True,3
Peak: Secrets from the New Science of Expertise,16.28,True,2
My Mother Was Nuts,31.63,True,4
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,True,5
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,True,1
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,True,4
Logan Kade (Fallen Crest High #5.5),13.12,True,2
Last One Home (New Beginnings #1),59.98,True,3
Killing Floor (Jack Reacher #1),31.49,True,4
Kill the Boy Band,15.52,True,5
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,True,5
If I Stay (If I Stay #1),38.13,True,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,True,2
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,True,1
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,True,1
Foundation (Foundation (Publication Order) #1),32.42,True,1
Fool Me Once,16.96,True,1
Find Her (Detective D.D. Warren #8),22.37,True,1
Evicted: Poverty and Profit in the American City,42.27,True,1
Drama,38.7,True,2
Dracula the Un-Dead,35.63,True,5
Digital Fortress,58.0,True,5
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,True,1
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,True,3
Critique of Pure Reason,20.75,True,1
Booked,17.49,True,5
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,True,5
Approval Junkie: Adventures in Caring Too Much,58.81,True,5
An Abundance of Katherines,10.0,True,5
America's War for the Greater Middle East: A Military History,51.22,True,2
Alight (The Generations Trilogy #2),58.59,True,4
A Girl's Guide to Moving On (New Beginnings #2),31.3,True,1
A Game of Thrones (A Song of Ice and Fire #1),46.42,True,2
A Feast for Crows (A Song of Ice and Fire #4),17.21,True,4
A Clash of Kings (A Song of Ice and Fire #2),10.79,True,3
Vogue Colors A to Z: A Fashion Coloring Book,52.35,True,4
The Shining (The Shining #1),27.88,True,3
The Pilgrim's Progress,50.26,True,2
The Perfect Play (Play by Play #1),59.99,True,3
The Passion of Dolssa,28.32,True,5
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,True,3
The Hunger Games (The Hunger Games #1),29.85,True,5
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,True,2
The Gunning of America: Business and the Making of American Gun Culture,16.81,True,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,True,2
The Demonists (Demonist #1),52.11,True,2
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,True,2
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,True,3
The Beast (Black Dagger Brotherhood #14),46.08,True,5
Some Women,13.73,True,5
Shopaholic Ties the Knot (Shopaholic #3),48.39,True,5
Paper and Fire (The Great Library #2),49.45,True,5
Outlander (Outlander #1),19.67,True,5
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,True,3
No One Here Gets Out Alive,20.02,True,5
Night Shift (Night Shift #1-20),12.75,True,4
Needful Things,47.51,True,4
Mockingjay (The Hunger Games #3),20.44,True,4
Misery,34.79,True,2
Little Women (Little Women #1),28.07,True,4
It,25.01,True,3
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,True,3
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,True,4
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,True,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,True,5
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,True,1
Gone with the Wind,32.49,True,3
God Is Not Great: How Religion Poisons Everything,27.8,True,1
Girl With a Pearl Earring,26.77,True,1
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,True,4
Far From True (Promise Falls Trilogy #2),34.93,True,2
Dark Lover (Black Dagger Brotherhood #1),12.87,True,1
Confessions of a Shopaholic (Shopaholic #1),48.94,True,2
Changing the Game (Play by Play #2),13.38,True,3
Candide,58.63,True,3
Can You Keep a Secret?,21.94,True,1
Atlas Shrugged,26.58,True,5
Animal Farm,57.22,True,3
A Walk to Remember,56.43,True,1
A New Earth: Awakening to Your Life's Purpose,55.65,True,5
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,True,1
'Salem's Lot,49.56,True,4
Zero History (Blue Ant #3),34.77,True,1
Wuthering Heights,17.73,True,3
World War Z: An Oral History of the Zombie War,21.8,True,1
Wild: From Lost to Found on the Pacific Crest Trail,46.02,True,3
"Where'd You Go, Bernadette",18.13,True,1
When You Are Engulfed in Flames,30.89,True,5
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,True,3
We Are All Completely Beside Ourselves,24.04,True,1
Walk the Edge (Thunder Road #2),32.36,True,3
Voyager (Outlander #3),21.07,True,5
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,True,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,True,2
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,True,1
Under the Banner of Heaven: A Story of Violent Faith,30.0,True,1
Two Boys Kissing,32.74,True,2
Twilight (Twilight #1),41.93,True,2
Twenties Girl,42.8,True,2
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,True,1
Three-Martini Lunch,23.21,True,3
"Thinking, Fast and Slow",21.14,True,1
The Wild Robot,56.07,True,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,True,3
The Undomestic Goddess,45.75,True,4
The Travelers,15.77,True,1
The Tipping Point: How Little Things Can Make a Big Difference,10.02,True,2
The Thing About Jellyfish,48.77,True,1
The Stand,57.86,True,2
The Smitten Kitchen Cookbook,23.59,True,1
The Silkworm (Cormoran Strike #2),23.05,True,5
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,True,5
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,True,4
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,True,1
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,True,3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,True,1
The Rest Is Noise: Listening to the Twentieth Century,34.77,True,1
The Red Tent,35.66,True,5
The Purpose Driven Life: What on Earth Am I Here for?,37.19,True,3
The Purest Hook (Second Circle Tattoos #3),12.25,True,1
The Picture of Dorian Gray,29.7,True,2
The Paris Wife,36.8,True,3
The Obsession,45.43,True,1
The Nightingale,26.26,True,4
The New Guy (and Other Senior Year Distractions),44.92,True,3
The Nanny Diaries (Nanny #1),52.53,True,5
The Name of God is Mercy,37.25,True,2
The Maze Runner (The Maze Runner #1),20.93,True,1
The Lover's Dictionary,58.09,True,2
The Lonely Ones,43.59,True,5
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,True,3
The Last Painting of Sara de Vos,55.55,True,2
"The Land of 10,000 Madonnas",29.64,True,4
The Infinities,27.41,True,1
The Husband's Secret,52.51,True,5
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,True,3
The Guns of August,14.54,True,2
The Guernsey Literary and Potato Peel Pie Society,49.53,True,1
The Goldfinch,43.58,True,3
The Giver (The Giver Quartet #1),12.3,True,1
The Girl with All the Gifts,49.47,True,3
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,True,2
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,True,1
The Exiled,43.45,True,3
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,True,4
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,True,4
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,True,5
The Devil Wears Prada (The Devil Wears Prada #1),44.29,True,1
The Demon-Haunted World: Science as a Candle in the Dark,52.25,True,4
The Day the Crayons Came Home (Crayons),26.33,True,5
The Da Vinci Code (Robert Langdon #2),22.96,True,2
The Cuckoo's Calling (Cormoran Strike #1),19.21,True,1
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,True,4
The Complete Poems,41.32,True,5
The Catcher in the Rye,24.55,True,1
The Cat in the Hat (Beginner Books B-1),16.26,True,2
The Case for Christ (Cases for Christianity),47.84,True,1
The Book Thief,53.49,True,2
The Book of Basketball: The NBA According to The Sports Guy,44.84,True,5
The Blind Side: Evolution of a Game,53.71,True,5
The Autobiography of Malcolm X,23.43,True,2
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,True,3
The Art of Fielding,22.1,True,1
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,True,2
Stiff: The Curious Lives of Human Cadavers,36.74,True,3
Spilled Milk: Based on a True Story,49.51,True,1
Something Borrowed (Darcy & Rachel #1),48.96,True,5
Something Blue (Darcy & Rachel #2),54.62,True,1
Soldier (Talon #3),24.72,True,2
Shopaholic & Baby (Shopaholic #5),46.45,True,2
Seven Days in the Art World,52.33,True,2
Seven Brief Lessons on Physics,30.6,True,4
Scarlet (The Lunar Chronicles #2),14.57,True,4
Sarah's Key,46.29,True,1
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,True,5
Running with Scissors,12.91,True,4
Rogue Lawyer (Rogue Lawyer #1),50.11,True,3
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,True,4
Rework,44.88,True,2
Reservations for Two,11.1,True,3
Red: The True Story of Red Riding Hood,28.54,True,3
Ready Player One,19.07,True,4
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,True,1
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,True,3
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,True,1
Packing for Mars: The Curious Science of Life in the Void,56.68,True,2
Outliers: The Story of Success,14.16,True,1
Original Fake,31.45,True,3
Orange Is the New Black,24.61,True,2
One for the Money (Stephanie Plum #1),32.87,True,2
Notes from a Small Island (Notes From a Small Island #1),40.17,True,1
Night (The Night Trilogy #1),13.51,True,1
Neither Here nor There: Travels in Europe,38.95,True,3
Naked,31.69,True,3
Morning Star (Red Rising #3),29.4,True,1
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,True,1
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,True,2
Me Talk Pretty One Day,57.6,True,2
Manuscript Found in Accra,34.98,True,2
Lust & Wonder,11.87,True,2
Lila (Gilead #3),12.47,True,3
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,True,2
Life Without a Recipe,59.04,True,5
Life After Life,26.13,True,2
Letter to a Christian Nation,22.2,True,1
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,True,1
Legend (Legend #1),43.69,True,4
"Lean In: Women, Work, and the Will to Lead",25.02,True,1
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,True,5
Lady Renegades (Rebel Belle #3),53.04,True,5
Jurassic Park (Jurassic Park #1),44.97,True,1
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,True,1
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,True,3
Into the Wild,56.7,True,5
Inferno (Robert Langdon #4),41.0,True,5
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,True,3
If I Run (If I Run #1),49.97,True,4
I've Got Your Number,19.69,True,1
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,True,2
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,True,3
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,True,2
House of Leaves,54.89,True,1
Horrible Bear!,37.52,True,2
Holidays on Ice,51.07,True,2
Heir to the Sky,44.07,True,4
Green Eggs and Ham (Beginner Books B-16),10.79,True,4
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,True,1
Gratitude,26.66,True,5
Gone Girl,37.6,True,5
Golden (Heart of Dread #3),42.21,True,4
Girl in the Blue Coat,46.83,True,2
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,True,2
"Friday Night Lights: A Town, a Team, and a Dream",51.22,True,3
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,True,4
Fifty Shades Freed (Fifty Shades #3),15.36,True,5
Fellside,38.62,True,1
Extreme Prey (Lucas Davenport #26),25.4,True,3
Eragon (The Inheritance Cycle #1),43.87,True,3
Eclipse (Twilight #3),18.74,True,1
Dune (Dune #1),54.86,True,1
Dracula,52.62,True,3
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,True,1
Disrupted: My Misadventure in the Start-Up Bubble,15.28,True,5
Dead Wake: The Last Crossing of the Lusitania,39.24,True,5
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,True,1
Darkfever (Fever #1),56.02,True,1
Dark Places,23.9,True,5
Crazy Rich Asians (Crazy Rich Asians #1),49.13,True,5
Counting Thyme,10.62,True,1
Cosmos,36.17,True,2
Civilization and Its Discontents,59.95,True,2
Cinder (The Lunar Chronicles #1),26.09,True,1
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,True,2
Career of Evil (Cormoran Strike #3),24.72,True,2
Breaking Dawn (Twilight #4),35.28,True,5
Brave Enough,51.32,True,5
Boy Meets Boy,21.12,True,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,True,2
Blink: The Power of Thinking Without Thinking,21.74,True,5
Black Flags: The Rise of ISIS,40.87,True,1
"Black Butler, Vol. 1 (Black Butler #1)",49.31,True,1
Big Little Lies,22.11,True,1
Between Shades of Gray,20.79,True,5
Best of My Love (Fool's Gold #20),27.41,True,2
Beowulf,38.35,True,2
Beautiful Creatures (Caster Chronicles #1),21.55,True,5
Awkward,38.02,True,2
Ash,22.06,True,4
Are We There Yet?,10.66,True,3
Are We Smart Enough to Know How Smart Animals Are?,56.58,True,1
Annie on My Mind,36.83,True,5
And Then There Were None,35.01,True,2
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,True,4
A Visit from the Goon Squad,14.08,True,5
A Storm of Swords (A Song of Ice and Fire #3),31.22,True,2
A Heartbreaking Work of Staggering Genius,54.29,True,5
8 Keys to Mental Health Through Exercise,31.04,True,1
#GIRLBOSS,50.96,True,1
"The Suffragettes (Little Black Classics, #96)",11.89,True,2
The Sense of an Ending,31.38,True,3
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,True,1
The Course of Love,16.78,True,3
Sugar Rush (Offensive Line #2),24.42,True,1
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,True,3
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,True,1
New Moon (Twilight #2),12.86,True,4
Life,31.58,True,5
Kindle Paperwhite User's Guide,34.0,True,3
H is for Hawk,57.42,True,5
Girl Online On Tour (Girl Online #2),53.47,True,1
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,True,5
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,True,4
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,True,4
While You Were Mine,41.32,True,5
Where Lightning Strikes (Bleeding Stars #3),39.77,True,3
When I'm Gone,51.96,True,3
Ways of Seeing,39.51,True,5
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,True,1
Vampire Girl (Vampire Girl #1),53.82,True,2
Twenty Love Poems and a Song of Despair,30.95,True,4
Travels with Charley: In Search of America,57.82,True,5
Three Wishes (River of Time: California #1),44.18,True,2
This One Moment (Pushing Limits #1),48.71,True,1
The Zombie Room,19.69,True,5
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,True,2
The Tumor,41.56,True,5
The Story of Hong Gildong,43.19,True,4
The Silent Wife,12.34,True,5
The Silent Twin (Detective Jennifer Knight #3),36.25,True,3
The Selfish Gene,29.45,True,1
The Secret Healer,34.56,True,3
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,True,3
The Republic,33.78,True,3
The Odyssey,29.64,True,3
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,True,4
The Nicomachean Ethics,36.34,True,1
The Name of the Wind (The Kingkiller Chronicle #1),50.59,True,3
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,True,1
The Little Prince,45.42,True,2
The Light of the Fireflies,54.43,True,1
The Last Girl (The Dominion Trilogy #1),36.26,True,2
The Iliad,16.16,True,1
The Hook Up (Game On #1),36.29,True,5
The Haters,27.89,True,5
The Girl You Lost,12.29,True,5
The Girl In The Ice (DCI Erika Foster #1),15.85,True,3
The End of the Jesus Era (An Investigation #1),14.4,True,1
The Edge of Reason (Bridget Jones #2),19.18,True,4
The Complete Maus (Maus #1-2),10.64,True,3
The Communist Manifesto,14.76,True,3
The Bhagavad Gita,57.49,True,3
The Bette Davis Club,30.66,True,3
The Art of Not Breathing,40.83,True,4
Taking Shots (Assassins #1),18.88,True,2
Starlark,25.83,True,3
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,True,3
Sister Sable (The Mad Queen #1),13.33,True,3
Shatter Me (Shatter Me #1),42.4,True,1
Shameless,58.35,True,3
Shadow Rites (Jane Yellowrock #10),21.72,True,4
Settling the Score (The Summer Games #1),44.91,True,2
Sense and Sensibility,37.46,True,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,True,1
"Rhythm, Chord & Malykhin",28.34,True,2
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,True,5
Paradise Lost (Paradise #1),24.96,True,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,True,4
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,True,3
Origins (Alphas 0.5),28.99,True,1
One Second (Seven #7),52.94,True,2
On the Road (Duluoz Legend),32.36,True,3
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,True,2
Off Sides (Off #1),39.45,True,5
Of Mice and Men,47.11,True,2
Myriad (Prentor #1),58.75,True,4
My Perfect Mistake (Over the Top #1),38.92,True,2
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,True,4
Meditations,25.89,True,2
Matilda,28.34,True,1
Lost Among the Living,27.7,True,4
Lord of the Flies,24.89,True,3
Listen to Me (Fusion #1),58.99,True,3
Kitchens of the Great Midwest,57.2,True,5
Jane Eyre,38.43,True,5
Imperfect Harmony,34.74,True,4
Icing (Aces Hockey #2),40.44,True,4
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,True,3
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,True,4
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,True,4
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,True,5
Frankenstein,38.0,True,2
Forever Rockers (The Rocker #12),28.8,True,3
Fighting Fate (Fighting #6),39.24,True,3
Emma,32.93,True,2
"Eat, Pray, Love",51.32,True,3
Deep Under (Walker Security #1),47.09,True,5
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,True,4
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,True,3
Charity's Cross (Charles Towne Belles #4),41.24,True,1
Bright Lines,39.07,True,5
Bridget Jones's Diary (Bridget Jones #1),29.82,True,1
Bounty (Colorado Mountain #7),37.26,True,4
Blood Defense (Samantha Brinkman #1),20.3,True,3
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,True,5
Beyond Good and Evil,43.38,True,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,True,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,True,4
A Spy's Devotion (The Regency Spies of London #1),16.97,True,5
1st to Die (Women's Murder Club #1),53.98,True,1
"1,000 Places to See Before You Die",26.08,True,5
